from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
2862930,2862931,,,292077600,313312005,0,
2862930,2862931,,,292073582,313313358,0,
2862930,2862931,,,292078189,313315933,0,
2862930,2862931,,,343871004,343870467,0,
2862930,2862931,,,292071922,313311937,0,
2862930,2862931,,,313320577,343873553,0,
2862930,2862931,,,343874042,343871164,0,
2862930,2862931,,,292079750,313310987,0,
2862930,2862931,,,343872918,343871718,0,
2862930,2862931,,,343873356,313310919,0,
2862930,2862931,,,313314515,313319474,0,
2862930,2862931,,,292073359,313317792,0,
2862930,2862931,,,343872311,343870599,0,
2862930,2862931,,,292077264,313309937,0,
2862930,2862931,,,313310470,313309895,0,
2862930,2862931,,,292079704,313318632,0,
2862930,2862931,,,313319818,313315449,0,
2862930,2862931,,,292068460,313310617,0,
2862930,2862931,,,292072149,313311261,0,
2862930,2862931,,,341107379,313312666,0,
2862930,2862931,,,343873938,343870691,0,
2862930,2862931,,,292072317,313316303,0,
2862930,2862931,,,292077251,313310952,0,
2862930,2862931,,,343872918,343873489,0,
2862930,2862931,,,292068425,313313278,0,
2862930,2862931,,,313320382,328333413,0,
2862930,2862931,,,292072661,313317014,0,
2862930,2862931,,,313315968,341108515,0,
2862930,2862931,,,313316046,313316770,0,
2862930,2862931,,,292070134,313320198,0,
2862930,2862931,,,325545534,313315449,0,
2862930,2862931,,,292077417,313310337,0,
2862930,2862931,,,341108338,313314933,0,
2862930,2862931,,,343870462,343871575,0,
2862930,2862931,,,292069769,313319353,0,
2862930,2862931,,,292076540,313313384,0,
2862930,2862931,,,343872538,343872748,0,
2862930,2862931,,,292077740,313315241,0,
2862930,2862931,,,292078561,313317904,0,
2862930,2862931,,,313318050,313316694,0,
2862930,2862931,,,343870612,313310919,0,
2862930,2862931,,,343872321,313315553,0,
2862930,2862931,,,292077740,343872551,0,
2862930,2862931,,,313311935,341106558,0,
2862930,2862931,,,343872162,343870771,0,
2862930,2862931,,,292077851,313312443,0,
2862930,2862931,,,343870414,343872631,0,
2862930,2862931,,,292070043,313319747,0,
2862930,2862931,,,292069666,313320487,0,
2862930,2862931,,,292074251,313315810,0,
2862930,2862931,,,313315968,343873820,0,
2862930,2862931,,,292077264,313317824,0,
2862930,2862931,,,343870834,343872592,0,
2862930,2862931,,,292073359,313318564,0,
2862930,2862931,,,313311935,328330176,0,
2862930,2862931,,,342675718,342675697,0,
2862930,2862931,,,313318575,313316106,0,
2862930,2862931,,,313311935,343872959,0,
2862930,2862931,,,292076540,343871708,0,
2862930,2862931,,,292072661,313310394,0,
2862930,2862931,,,292072207,313309895,0,
2862930,2862931,,,313312371,313315553,0,
2862930,2862931,,,313318050,343873441,0,
2862930,2862931,,,343873827,343871132,0,
2862930,2862931,,,343873396,343871333,0,
2862930,2862931,,,313320577,313312666,0,
2862930,2862931,,,292068653,313310919,0,
2862930,2862931,,,313320382,343872025,0,
2862930,2862931,,,342675597,342675697,0,
2862930,2862931,,,292073259,313319461,0,
2862930,2862931,,,343871004,343871985,0,
2862930,2862931,,,343871016,343870434,0,
2862931,2862930,,,325555495,342675895,0,
2862931,2862930,,,313310336,342675895,0,
2862931,2862930,,,325555495,313318127,0,
2862931,2862930,,,325550401,313319087,0,
2862931,2862930,,,325555495,338800540,0,
2862931,2862930,,,313310336,338800540,0,
2862931,2862930,,,313315779,313319087,0,
2862931,2862930,,,313310336,313318127,0,
2862931,2862930,,,338806432,313319087,0,
2862931,2862930,,,343873523,313318127,0,
2862932,2862933,,,313318183,343873361,0,
2862933,2862932,,,343864663,325549123,0,
2862933,2862932,,,313319876,325549123,0,
2992012,2992012,,,342676774,313316476,0,
2992056,2992055,,,338802017,338805536,0,
2992056,2992055,,,313320182,325552766,0,
2992056,2992055,,,313312267,343873866,0,
2992056,2992055,,,313320182,338805536,0,
2992056,2992055,,,313311847,343871986,0,
2992056,2992055,,,313312108,341107172,0,
2992065,2992066,,,325558195,338802777,0,
2992065,2992066,,,313319602,325555316,0,
2992065,2992066,,,341107878,325555910,0,
2992065,2992066,,,338788837,325558362,0,
2992065,2992066,,,313320584,325549565,0,
2992065,2992066,,,313311512,343873616,0,
2992065,2992066,,,313316381,342674990,0,
2992065,2992066,,,341107508,325556061,0,
2992065,2992066,,,278782069,343875079,0,
2992065,2992066,,,340736742,340735466,0,
2992065,2992066,,,313313524,342676238,0,
2992065,2992066,,,341106106,325547541,0,
2992065,2992066,,,313319085,342676651,0,
2992065,2992066,,,313314768,325547702,0,
2992065,2992066,,,343874390,325557104,0,
2992065,2992066,,,341085186,325556731,0,
2992065,2992066,,,278780682,325551544,0,
